cpt_name,reason,description
CPT_24481 , Type 05 , Repeated digit - investigating
CPT_24483 , Type 05 , Repeated digit - investigating
CPT_24484 , Type 05 , Repeated digit - investigating
CPT_24485 , Type 07 , depth range <5: 4.2
CPT_24486 , Type 05 , Repeated digit - investigating
CPT_24491 , Type 05 , Repeated digit - investigating
CPT_24500 , Type 05 , Repeated digit - investigating
CPT_24502 , Type 05 , Repeated digit - investigating
CPT_24512 , Type 01 , No record found: CPT_24512
CPT_24547 , Type 01 , No record found: CPT_24547
CPT_24579 , Type 05 , Repeated digit - investigating
CPT_24599 , Type 05 , Repeated digit - investigating
CPT_24603 , Type 05 , Repeated digit - investigating
CPT_24610 , Type 06 , depth<5: 4.16
CPT_24614 , Type 06 , depth<5: 3.34
CPT_24664 , Type 05 , Repeated digit - investigating
CPT_24665 , Type 05 , Repeated digit - investigating
CPT_24711 , Type 06 , depth<5: 3.66
CPT_24713 , Type 06 , depth<5: 3.0
CPT_24727 , Type 06 , depth<5: 3.59
CPT_24759 , Type 05 , Repeated digit - investigating
CPT_24761 , Type 05 , Repeated digit - investigating
CPT_24766 , Type 05 , Repeated digit - investigating
CPT_24767 , Type 05 , Repeated digit - investigating
CPT_24771 , Type 05 , Repeated digit - investigating
CPT_24772 , Type 05 , Repeated digit - investigating
CPT_24813 , Type 05 , Repeated digit - investigating
CPT_24817 , Type 06 , depth<5: 1.64
CPT_24831 , Type 06 , depth<5: 3.86
CPT_24832 , Type 05 , Repeated digit - investigating
CPT_24840 , Type 05 , Repeated digit - investigating
CPT_24841 , Type 05 , Repeated digit - investigating
CPT_24842 , Type 05 , Repeated digit - investigating
CPT_24843 , Type 02 ,Duplicate location
CPT_24852 , Type 05 , Repeated digit - investigating
CPT_24854 , Type 05 , Repeated digit - investigating
CPT_24855 , Type 05 , Repeated digit - investigating
CPT_24856 , Type 05 , Repeated digit - investigating
CPT_24860 , Type 05 , Repeated digit - investigating
CPT_24861 , Type 05 , Repeated digit - investigating
CPT_24865 , Type 05 , Repeated digit - investigating
CPT_24866 , Type 05 , Repeated digit - investigating
CPT_24870 , Type 05 , Repeated digit - investigating
CPT_24876 , Type 07 , depth range <5: 4.96
CPT_24879 , Type 06 , depth<5: 3.97
CPT_24880 , Type 06 , depth<5: 3.68
CPT_24901 , Type 06 , depth<5: 2.07
CPT_24904 , Type 02 ,Duplicate location
CPT_24956 , Type 05 , Repeated digit - investigating
CPT_24969 , Type 01 , No record found: CPT_24969
CPT_2497 , Type 01 , No record found: CPT_2497
CPT_24970 , Type 01 , No record found: CPT_24970
CPT_24974 , Type 06 , depth<5: 1.0
CPT_24975 , Type 06 , depth<5: 0.82
CPT_24977 , Type 06 , depth<5: 2.72
CPT_24978 , Type 06 , depth<5: 2.46
CPT_24979 , Type 07 , depth range <5: 0.4800000000000004
CPT_25033 , Type 01 , No record found: CPT_25033
CPT_25036 , Type 05 , Repeated digit - investigating
CPT_25039 , Type 05 , Repeated digit - investigating
CPT_25043 , Type 05 , Repeated digit - investigating
CPT_25046 , Type 05 , Repeated digit - investigating
CPT_25074 , Type 02 ,Duplicate location
CPT_25075 , Type 05 , Repeated digit - investigating
CPT_25076 , Type 05 , Repeated digit - investigating
CPT_25077 , Type 05 , Repeated digit - investigating
CPT_25078 , Type 05 , Repeated digit - investigating
CPT_25079 , Type 05 , Repeated digit - investigating
CPT_25080 , Type 05 , Repeated digit - investigating
CPT_25084 , Type 05 , Repeated digit - investigating
CPT_25088 , Type 05 , Repeated digit - investigating
CPT_25090 , Type 05 , Repeated digit - investigating
CPT_25102 , Type 05 , Repeated digit - investigating
CPT_25103 , Type 05 , Repeated digit - investigating
CPT_25104 , Type 05 , Repeated digit - investigating
CPT_25105 , Type 05 , Repeated digit - investigating
CPT_25108 , Type 05 , Repeated digit - investigating
CPT_25109 , Type 05 , Repeated digit - investigating
CPT_25110 , Type 05 , Repeated digit - investigating
CPT_25111 , Type 05 , Repeated digit - investigating
CPT_25112 , Type 05 , Repeated digit - investigating
CPT_25113 , Type 05 , Repeated digit - investigating
CPT_25114 , Type 05 , Repeated digit - investigating
CPT_25115 , Type 05 , Repeated digit - investigating
CPT_25132 , Type 05 , Repeated digit - investigating
CPT_25133 , Type 05 , Repeated digit - investigating
CPT_25134 , Type 05 , Repeated digit - investigating
CPT_25135 , Type 05 , Repeated digit - investigating
CPT_25136 , Type 05 , Repeated digit - investigating
CPT_25137 , Type 05 , Repeated digit - investigating
CPT_25139 , Type 05 , Repeated digit - investigating
CPT_25141 , Type 06 , depth<5: 2.07
CPT_25142 , Type 06 , depth<5: 1.51
CPT_25145 , Type 06 , depth<5: 3.97
CPT_25150 , Type 05 , Repeated digit - investigating
CPT_25151 , Type 05 , Repeated digit - investigating
CPT_25153 , Type 05 , Repeated digit - investigating
CPT_25155 , Type 05 , Repeated digit - investigating
CPT_25158 , Type 05 , Repeated digit - investigating
CPT_25160 , Type 05 , Repeated digit - investigating
CPT_25167 , Type 05 , Repeated digit - investigating
CPT_25168 , Type 05 , Repeated digit - investigating
CPT_25174 , Type 01 , No record found: CPT_25174
CPT_25180 , Type 05 , Repeated digit - investigating
CPT_25183 , Type 05 , Repeated digit - investigating
CPT_25184 , Type 05 , Repeated digit - investigating
CPT_25187 , Type 05 , Repeated digit - investigating
CPT_25189 , Type 07 , depth range <5: 4.859999999999999
CPT_25190 , Type 06 , depth<5: 2.84
CPT_25191 , Type 06 , depth<5: 3.62
CPT_25246 , Type 05 , Repeated digit - investigating
CPT_25247 , Type 05 , Repeated digit - investigating
CPT_25267 , Type 05 , Repeated digit - investigating
CPT_25283 , Type 06 , depth<5: 4.31
CPT_25290 , Type 06 , depth<5: 1.58
CPT_25291 , Type 06 , depth<5: 1.82
CPT_25293 , Type 06 , depth<5: 3.8
CPT_25295 , Type 06 , depth<5: 2.72
CPT_25296 , Type 06 , depth<5: 3.8
CPT_25297 , Type 06 , depth<5: 3.83
CPT_25298 , Type 06 , depth<5: 4.28
CPT_25301 , Type 06 , depth<5: 4.02
CPT_25302 , Type 06 , depth<5: 4.81
CPT_25338 , Type 06 , depth<5: 1.87
CPT_25339 , Type 06 , depth<5: 3.15
CPT_25352 , Type 06 , depth<5: 3.97
CPT_25367 , Type 06 , depth<5: 3.11
CPT_25457 , Type 06 , depth<5: 4.98
CPT_25460 , Type 06 , depth<5: 4.34
CPT_25461 , Type 02 ,Duplicate location
CPT_25470 , Type 05 , Repeated digit - investigating
CPT_25472 , Type 06 , depth<5: 4.84
CPT_25474 , Type 06 , depth<5: 4.52
CPT_25478 , Type 05 , Repeated digit - investigating
CPT_25479 , Type 05 , Repeated digit - investigating
CPT_25481 , Type 05 , Repeated digit - investigating
CPT_25483 , Type 05 , Repeated digit - investigating
CPT_25485 , Type 05 , Repeated digit - investigating
CPT_25487 , Type 05 , Repeated digit - investigating
CPT_25491 , Type 02 ,Duplicate location
CPT_25496 , Type 05 , Repeated digit - investigating
CPT_25497 , Type 05 , Repeated digit - investigating
CPT_25500 , Type 05 , Repeated digit - investigating
CPT_25501 , Type 05 , Repeated digit - investigating
CPT_25503 , Type 05 , Repeated digit - investigating
CPT_25506 , Type 05 , Repeated digit - investigating
CPT_25517 , Type 05 , Repeated digit - investigating
CPT_25518 , Type 05 , Repeated digit - investigating
CPT_25521 , Type 05 , Repeated digit - investigating
CPT_25533 , Type 05 , Repeated digit - investigating
CPT_25534 , Type 05 , Repeated digit - investigating
CPT_25538 , Type 05 , Repeated digit - investigating
CPT_25543 , Type 05 , Repeated digit - investigating
CPT_25547 , Type 05 , Repeated digit - investigating
CPT_25549 , Type 05 , Repeated digit - investigating
CPT_25550 , Type 05 , Repeated digit - investigating
CPT_25552 , Type 05 , Repeated digit - investigating
CPT_25554 , Type 05 , Repeated digit - investigating
CPT_25556 , Type 05 , Repeated digit - investigating
CPT_25559 , Type 05 , Repeated digit - investigating
CPT_25561 , Type 05 , Repeated digit - investigating
CPT_25571 , Type 05 , Repeated digit - investigating
CPT_25573 , Type 05 , Repeated digit - investigating
CPT_25575 , Type 05 , Repeated digit - investigating
CPT_25579 , Type 05 , Repeated digit - investigating
CPT_25583 , Type 05 , Repeated digit - investigating
CPT_25585 , Type 05 , Repeated digit - investigating
CPT_25586 , Type 05 , Repeated digit - investigating
CPT_25588 , Type 05 , Repeated digit - investigating
CPT_25596 , Type 05 , Repeated digit - investigating
CPT_25598 , Type 05 , Repeated digit - investigating
CPT_25600 , Type 04 , negative value - discarding
CPT_25603 , Type 05 , Repeated digit - investigating
CPT_25605 , Type 05 , Repeated digit - investigating
CPT_25612 , Type 05 , Repeated digit - investigating
CPT_25626 , Type 05 , Repeated digit - investigating
CPT_25627 , Type 05 , Repeated digit - investigating
CPT_25631 , Type 05 , Repeated digit - investigating
CPT_25632 , Type 05 , Repeated digit - investigating
CPT_25634 , Type 05 , Repeated digit - investigating
CPT_25636 , Type 05 , Repeated digit - investigating
CPT_25643 , Type 05 , Repeated digit - investigating
CPT_25646 , Type 05 , Repeated digit - investigating
CPT_25652 , Type 05 , Repeated digit - investigating
CPT_25653 , Type 05 , Repeated digit - investigating
CPT_25655 , Type 05 , Repeated digit - investigating
CPT_25658 , Type 04 , negative value - discarding
CPT_25659 , Type 05 , Repeated digit - investigating
CPT_25662 , Type 05 , Repeated digit - investigating
CPT_25664 , Type 05 , Repeated digit - investigating
CPT_25666 , Type 05 , Repeated digit - investigating
CPT_25668 , Type 05 , Repeated digit - investigating
CPT_25669 , Type 06 , depth<5: 1.52
CPT_25672 , Type 05 , Repeated digit - investigating
CPT_25674 , Type 05 , Repeated digit - investigating
CPT_25677 , Type 05 , Repeated digit - investigating
CPT_25678 , Type 05 , Repeated digit - investigating
CPT_25681 , Type 05 , Repeated digit - investigating
CPT_25688 , Type 05 , Repeated digit - investigating
CPT_25693 , Type 05 , Repeated digit - investigating
CPT_25694 , Type 05 , Repeated digit - investigating
CPT_25695 , Type 05 , Repeated digit - investigating
CPT_25699 , Type 05 , Repeated digit - investigating
CPT_25701 , Type 05 , Repeated digit - investigating
CPT_25702 , Type 05 , Repeated digit - investigating
CPT_25703 , Type 05 , Repeated digit - investigating
CPT_25706 , Type 05 , Repeated digit - investigating
CPT_25707 , Type 05 , Repeated digit - investigating
CPT_25708 , Type 05 , Repeated digit - investigating
CPT_25709 , Type 05 , Repeated digit - investigating
CPT_25713 , Type 02 ,Duplicate location
CPT_25714 , Type 05 , Repeated digit - investigating
CPT_25715 , Type 05 , Repeated digit - investigating
CPT_25716 , Type 05 , Repeated digit - investigating
CPT_25718 , Type 05 , Repeated digit - investigating
CPT_25721 , Type 05 , Repeated digit - investigating
CPT_25724 , Type 05 , Repeated digit - investigating
CPT_25729 , Type 05 , Repeated digit - investigating
CPT_25730 , Type 05 , Repeated digit - investigating
CPT_25735 , Type 05 , Repeated digit - investigating
CPT_25736 , Type 05 , Repeated digit - investigating
CPT_25738 , Type 05 , Repeated digit - investigating
CPT_25743 , Type 05 , Repeated digit - investigating
CPT_25747 , Type 05 , Repeated digit - investigating
CPT_25752 , Type 05 , Repeated digit - investigating
CPT_25753 , Type 05 , Repeated digit - investigating
CPT_25761 , Type 05 , Repeated digit - investigating
CPT_25763 , Type 05 , Repeated digit - investigating
CPT_25764 , Type 05 , Repeated digit - investigating
CPT_25765 , Type 05 , Repeated digit - investigating
CPT_25766 , Type 05 , Repeated digit - investigating
CPT_25772 , Type 05 , Repeated digit - investigating
CPT_25775 , Type 05 , Repeated digit - investigating
CPT_25776 , Type 05 , Repeated digit - investigating
CPT_25781 , Type 05 , Repeated digit - investigating
CPT_25785 , Type 05 , Repeated digit - investigating
CPT_25787 , Type 05 , Repeated digit - investigating
CPT_25788 , Type 05 , Repeated digit - investigating
CPT_25790 , Type 05 , Repeated digit - investigating
CPT_25791 , Type 04 , negative value - discarding
CPT_25793 , Type 05 , Repeated digit - investigating
CPT_25794 , Type 05 , Repeated digit - investigating
CPT_25796 , Type 05 , Repeated digit - investigating
CPT_25798 , Type 05 , Repeated digit - investigating
CPT_25801 , Type 05 , Repeated digit - investigating
CPT_25805 , Type 05 , Repeated digit - investigating
CPT_25809 , Type 05 , Repeated digit - investigating
CPT_25810 , Type 05 , Repeated digit - investigating
CPT_25811 , Type 05 , Repeated digit - investigating
CPT_25812 , Type 05 , Repeated digit - investigating
CPT_25813 , Type 05 , Repeated digit - investigating
CPT_25814 , Type 05 , Repeated digit - investigating
CPT_25815 , Type 05 , Repeated digit - investigating
CPT_25818 , Type 05 , Repeated digit - investigating
CPT_25819 , Type 05 , Repeated digit - investigating
CPT_25820 , Type 05 , Repeated digit - investigating
CPT_25826 , Type 05 , Repeated digit - investigating
CPT_25827 , Type 05 , Repeated digit - investigating
CPT_25829 , Type 05 , Repeated digit - investigating
CPT_25831 , Type 05 , Repeated digit - investigating
CPT_25833 , Type 05 , Repeated digit - investigating
CPT_25835 , Type 05 , Repeated digit - investigating
CPT_25838 , Type 05 , Repeated digit - investigating
CPT_25840 , Type 05 , Repeated digit - investigating
CPT_25842 , Type 05 , Repeated digit - investigating
CPT_25843 , Type 05 , Repeated digit - investigating
CPT_25844 , Type 05 , Repeated digit - investigating
CPT_25847 , Type 05 , Repeated digit - investigating
CPT_25850 , Type 05 , Repeated digit - investigating
CPT_25851 , Type 05 , Repeated digit - investigating
CPT_25853 , Type 05 , Repeated digit - investigating
CPT_25858 , Type 05 , Repeated digit - investigating
CPT_25859 , Type 05 , Repeated digit - investigating
CPT_25862 , Type 05 , Repeated digit - investigating
CPT_25866 , Type 05 , Repeated digit - investigating
CPT_25867 , Type 05 , Repeated digit - investigating
CPT_25868 , Type 05 , Repeated digit - investigating
CPT_25872 , Type 02 ,Duplicate location
CPT_25877 , Type 05 , Repeated digit - investigating
CPT_25879 , Type 05 , Repeated digit - investigating
CPT_25881 , Type 05 , Repeated digit - investigating
CPT_25882 , Type 05 , Repeated digit - investigating
CPT_25883 , Type 05 , Repeated digit - investigating
CPT_25888 , Type 05 , Repeated digit - investigating
CPT_25890 , Type 05 , Repeated digit - investigating
CPT_25892 , Type 05 , Repeated digit - investigating
CPT_25895 , Type 05 , Repeated digit - investigating
CPT_25896 , Type 05 , Repeated digit - investigating
CPT_25897 , Type 05 , Repeated digit - investigating
CPT_25899 , Type 05 , Repeated digit - investigating
CPT_25900 , Type 05 , Repeated digit - investigating
CPT_25901 , Type 05 , Repeated digit - investigating
CPT_25902 , Type 05 , Repeated digit - investigating
CPT_25904 , Type 05 , Repeated digit - investigating
CPT_25906 , Type 05 , Repeated digit - investigating
CPT_25907 , Type 05 , Repeated digit - investigating
CPT_25909 , Type 05 , Repeated digit - investigating
CPT_25910 , Type 05 , Repeated digit - investigating
CPT_25911 , Type 05 , Repeated digit - investigating
CPT_25913 , Type 05 , Repeated digit - investigating
CPT_25914 , Type 05 , Repeated digit - investigating
CPT_25915 , Type 05 , Repeated digit - investigating
CPT_25916 , Type 05 , Repeated digit - investigating
CPT_25917 , Type 05 , Repeated digit - investigating
CPT_25919 , Type 05 , Repeated digit - investigating
CPT_25922 , Type 05 , Repeated digit - investigating
CPT_25925 , Type 05 , Repeated digit - investigating
CPT_25932 , Type 05 , Repeated digit - investigating
CPT_25936 , Type 05 , Repeated digit - investigating
CPT_25937 , Type 05 , Repeated digit - investigating
CPT_25938 , Type 05 , Repeated digit - investigating
CPT_25940 , Type 05 , Repeated digit - investigating
CPT_25942 , Type 05 , Repeated digit - investigating
CPT_25943 , Type 05 , Repeated digit - investigating
CPT_25946 , Type 05 , Repeated digit - investigating
CPT_25948 , Type 05 , Repeated digit - investigating
CPT_25951 , Type 05 , Repeated digit - investigating
CPT_25952 , Type 05 , Repeated digit - investigating
CPT_25953 , Type 05 , Repeated digit - investigating
CPT_25954 , Type 05 , Repeated digit - investigating
CPT_25958 , Type 05 , Repeated digit - investigating
CPT_25959 , Type 05 , Repeated digit - investigating
CPT_25961 , Type 05 , Repeated digit - investigating
CPT_25962 , Type 05 , Repeated digit - investigating
CPT_25963 , Type 05 , Repeated digit - investigating
CPT_25968 , Type 05 , Repeated digit - investigating
CPT_25969 , Type 05 , Repeated digit - investigating
CPT_25972 , Type 05 , Repeated digit - investigating
CPT_25975 , Type 05 , Repeated digit - investigating
CPT_25976 , Type 05 , Repeated digit - investigating
CPT_25977 , Type 05 , Repeated digit - investigating
CPT_25982 , Type 05 , Repeated digit - investigating
CPT_25985 , Type 05 , Repeated digit - investigating
CPT_25986 , Type 05 , Repeated digit - investigating
CPT_25990 , Type 05 , Repeated digit - investigating
CPT_25994 , Type 05 , Repeated digit - investigating
CPT_25995 , Type 05 , Repeated digit - investigating
CPT_25996 , Type 05 , Repeated digit - investigating
CPT_25998 , Type 05 , Repeated digit - investigating
CPT_260 , Type 07 , depth range <5: 4.720000000000001
CPT_26001 , Type 05 , Repeated digit - investigating
CPT_26002 , Type 05 , Repeated digit - investigating
CPT_26003 , Type 05 , Repeated digit - investigating
CPT_26004 , Type 05 , Repeated digit - investigating
CPT_26005 , Type 05 , Repeated digit - investigating
CPT_26006 , Type 05 , Repeated digit - investigating
CPT_26007 , Type 05 , Repeated digit - investigating
CPT_26009 , Type 05 , Repeated digit - investigating
CPT_2601 , Type 05 , Repeated digit - investigating
CPT_26014 , Type 05 , Repeated digit - investigating
CPT_26018 , Type 05 , Repeated digit - investigating
CPT_26019 , Type 05 , Repeated digit - investigating
CPT_2602 , Type 05 , Repeated digit - investigating
CPT_26022 , Type 05 , Repeated digit - investigating
CPT_26023 , Type 05 , Repeated digit - investigating
CPT_26025 , Type 05 , Repeated digit - investigating
CPT_26030 , Type 05 , Repeated digit - investigating
CPT_26034 , Type 05 , Repeated digit - investigating
CPT_26036 , Type 05 , Repeated digit - investigating
CPT_26038 , Type 05 , Repeated digit - investigating
CPT_26043 , Type 05 , Repeated digit - investigating
CPT_26044 , Type 05 , Repeated digit - investigating
CPT_26045 , Type 05 , Repeated digit - investigating
CPT_26047 , Type 05 , Repeated digit - investigating
CPT_26048 , Type 05 , Repeated digit - investigating
CPT_26049 , Type 05 , Repeated digit - investigating
CPT_2605 , Type 05 , Repeated digit - investigating
CPT_26050 , Type 05 , Repeated digit - investigating
